edge_1,edge_2,length
177,240,7
676,182,11
144,439,11
808,162,10
709,995,8
316,941,7
676,570,11
215,845,7
8,663,21
247,864,12
8,931,17
466,663,11
805,663,17
581,711,9
805,988,10
215,219,3
857,918,10
465,82,8
499,105,3
640,904,4
867,271,9
615,864,2
883,777,5
531,469,10
642,182,6
461,990,3
157,456,9
890,718,3
785,925,4
425,91,6
691,9,9
20,996,8
820,798,5
438,424,1
887,216,3
114,670,3
167,439,3
676,642,5
221,829,7
172,14,9
381,162,7
8,466,10
647,35,5
669,936,5
247,615,10
117,341,5
132,910,4
316,606,1
525,566,1
723,884,3
384,267,4
536,399,5
380,303,7
866,413,10
354,36,5
144,167,8
836,920,7
772,864,8
946,348,8
738,240,2
676,231,6
309,876,10
610,757,7
789,611,1
556,740,7
447,924,7
603,954,1
847,268,8
231,570,5
360,403,1
21,241,5
337,344,8
99,428,5
361,767,8
258,281,6
808,381,3
177,738,5
709,412,7
5,19,5
418,757,9
789,235,3
587,958,4
606,941,6
100,916,2
219,845,4
83,394,4
183,582,2
537,961,8
75,38,10
907,831,6
427,389,1
931,663,4
507,310,2
850,423,9
947,840,4
745,764,1
128,607,5
169,98,5
466,931,7
565,6,10
293,279,3
979,960,8
779,109,5
143,110,10
464,644,7
832,605,4
134,527,5
64,66,9
406,868,9
988,663,7
29,633,10
412,995,1
408,700,5
