edge_1,edge_2,length
32,26,18
39,11,11
43,7,15
28,16,10
33,37,5
47,24,4
47,32,16
15,14,24
15,26,25
49,49,12
35,45,12
31,47,6
17,33,12
32,27,17
32,43,18
48,6,4
23,6,9
41,3,19
33,8,7
47,45,14
22,33,17
5,40,14
5,49,15
30,18,11
10,2,16
34,5,12
34,31,13
7,33,14
17,1,6
17,2,12
27,9,14
11,23,12
0,25,13
24,34,7
39,19,13
41,40,12
6,37,17
12,37,15
30,0,18
7,21,9
32,8,11
36,47,6
48,21,8
11,35,7
24,17,17
42,27,18
42,47,2
5,33,15
26,25,14
26,40,21
15,24,22
38,37,11
30,44,10
13,10,10
34,9,2
37,31,10
45,4,18
48,33,3
48,38,15
24,10,13
28,15,16
42,42,9
6,20,11
5,16,7
1,0,19
1,37,8
4,10,8
9,10,4
9,16,10
30,22,16
44,8,15
13,44,8
45,31,13
2,40,13
2,45,6
24,9,9
6,1,17
49,37,9
35,44,13
34,8,7
48,1,11
8,47,7
39,42,11
18,39,17
33,39,11
47,23,17
26,20,15
4,47,15
15,15,19
13,24,8
37,14,1
37,41,12
31,31,16
40,6,5
7,37,19
17,3,19
11,42,13
39,45,11
46,28,13
22,45,15
42,10,11
12,30,25
38,6,14
35,34,9
31,7,10
7,4,10
27,13,15
32,10,10
18,49,12
19,33,13
28,24,13
28,26,6
22,8,11
22,40,22
34,26,7
31,2,12
2,2,8
18,16,4
46,3,17
47,2,17
22,9,17
42,26,14
12,19,19
44,10,15
45,49,7
40,31,1
18,1,18
19,39,13
19,47,13
25,11,24
22,6,13
1,46,12
38,16,14
30,28,14
27,10,9
8,9,11
28,28,15
33,28,10
6,22,16
1,25,8
9,4,9
35,25,13
34,15,16
34,28,6
17,49,11
2,26,4
32,36,18
48,29,5
24,39,15
24,26,11
8,3,22
39,49,13
43,46,10
18,37,11
19,2,5
47,39,18
42,40,11
6,25,6
12,7,17
38,15,20
20,22,17
48,30,11
25,39,22
14,38,16
10,15,17
7,31,19
48,40,15
0,13,12
41,8,4
46,38,15
22,23,15
29,35,12
20,30,17
13,8,11
35,15,8
45,30,20
31,37,13
7,14,20
17,31,11
2,19,3
36,39,6
43,17,22
33,24,8
47,10,11
49,46,17
49,26,14
31,45,9
7,25,21
39,3,25
33,35,8
46,6,4
47,7,7
42,15,11
12,17,17
20,2,16
30,24,18
44,9,15
10,24,12
37,29,8
37,30,11
45,20,9
11,8,8
0,20,10
23,17,12
43,22,12
28,21,16
6,42,3
1,7,10
26,47,13
21,46,9
38,20,7
38,49,15
13,39,12
10,38,13
45,46,16
45,38,14
7,1,25
2,3,7
48,28,11
11,6,10
0,48,15
1,20,4
12,46,19
4,7,5
38,21,18
44,5,19
37,9,12
31,13,13
40,37,10
2,49,9
46,42,7
6,17,12
1,32,12
14,16,15
12,2,24
21,40,19
15,46,26
15,12,22
38,40,20
38,48,21
35,18,12
35,49,5
10,46,13
37,46,13
40,12,7
40,35,12
27,4,12
27,31,8
36,14,3
23,43,13
25,1,23
22,30,10
42,0,28
1,49,12
29,24,15
14,14,17
35,41,15
35,2,16
34,49,10
31,30,13
7,20,17
27,2,19
0,14,5
24,44,12
43,14,19
41,0,14
41,49,7
33,15,13
47,33,14
42,48,8
1,2,17
21,11,18
9,13,9
43,37,18
18,47,3
46,48,15
12,33,22
9,42,7
31,5,7
27,30,20
48,8,10
23,21,12
39,9,10
18,43,20
28,10,11
26,34,14
29,0,18
20,12,4
30,36,18
44,18,9
13,7,9
34,12,13
37,17,13
17,48,18
11,47,8
0,7,6
23,29,4
39,13,17
41,30,13
46,43,17
22,29,19
22,25,19
42,28,15
37,42,11
11,1,9
24,12,9
39,33,16
18,14,12
25,22,25
47,4,10
29,38,20
4,27,15
17,37,8
32,23,21
32,28,12
8,20,13
26,4,18
29,44,8
12,45,6
38,5,18
9,1,7
44,41,11
35,37,14
7,39,24
2,34,14
2,31,13
32,31,9
36,1,7
43,38,25
38,17,12
13,37,11
34,37,7
2,48,14
43,27,22
19,13,18
47,37,15
6,0,28
6,47,5
26,37,20
14,35,4
45,41,11
17,19,7
41,2,12
33,10,6
46,47,9
29,29,10
14,11,16
38,33,13
34,44,8
7,28,22
27,45,7
32,38,23
41,20,9
25,45,20
25,47,22
33,42,4
5,30,15
5,37,18
4,49,12
30,32,13
49,12,19
31,42,4
23,0,20
39,24,16
12,40,21
13,15,13
13,46,12
12,20,15
21,44,11
15,45,23
9,49,8
31,34,6
7,34,19
32,24,15
11,34,12
0,40,13
19,41,19
19,25,15
41,43,15
41,11,5
28,7,12
4,22,11
10,27,12
10,20,14
37,39,6
45,37,14
7,26,21
17,7,8
23,16,7
39,10,10
43,25,20
28,18,14
33,45,7
14,15,12
4,0,26
35,17,16
10,18,14
10,13,12
34,7,9
2,22,14
48,44,7
23,32,5
39,16,14
33,22,16
5,22,17
1,9,9
29,4,14
21,16,4
15,1,21
38,19,15
30,21,20
13,9,6
35,4,9
35,7,4
37,40,9
7,15,17
48,35,11
0,5,15
23,15,14
39,22,15
46,17,12
42,13,20
15,22,28
30,27,13
49,13,14
10,16,9
37,36,12
7,49,20
27,8,10
0,32,8
41,1,5
41,7,5
33,36,15
46,13,12
5,28,18
35,11,12
40,8,3
7,32,22
23,2,11
8,25,8
41,16,9
28,20,6
47,15,9
22,19,4
4,24,2
38,23,10
20,44,11
49,11,7
36,19,1
36,31,12
8,26,10
41,5,14
42,12,12
5,7,12
26,12,16
26,42,15
44,23,13
34,42,9
45,18,15
48,49,11
18,29,14
46,4,3
22,37,13
26,0,27
15,5,23
49,15,22
7,46,11
36,12,11
28,8,12
25,21,21
25,30,15
33,34,11
26,35,17
29,14,8
12,47,17
21,34,10
20,41,7
49,36,16
34,40,12
31,36,11
27,6,12
27,49,8
2,47,8
32,4,13
23,12,11
25,24,24
33,21,5
5,6,16
1,22,14
29,30,17
15,36,25
49,2,14
13,25,11
23,46,6
8,13,11
19,42,11
47,22,13
47,49,10
26,24,17
26,16,14
12,1,12
4,11,17
21,15,8
15,30,28
44,34,13
36,35,7
48,31,8
11,16,9
24,43,20
18,38,18
19,19,8
25,27,22
33,17,9
33,2,13
26,18,16
26,19,20
15,6,20
20,14,11
13,27,15
35,40,4
34,4,11
45,35,11
17,10,7
2,39,8
2,36,2
48,24,10
39,25,9
6,8,14
1,43,17
14,3,27
4,43,18
21,28,13
15,44,24
38,3,27
49,48,26
44,37,13
34,29,10
36,26,2
8,28,12
19,45,11
14,24,12
9,34,9
49,35,14
10,5,17
37,27,4
7,22,13
17,14,9
23,26,6
8,14,13
39,37,9
33,13,9
46,27,12
1,1,10
14,13,10
40,41,11
48,27,10
11,27,6
11,31,12
39,0,20
43,26,21
18,20,9
28,4,15
25,38,27
33,48,12
6,5,19
1,42,10
4,9,11
21,35,15
38,39,12
9,7,7
49,33,20
35,38,19
40,45,8
17,18,11
23,38,15
28,1,5
1,3,24
38,47,13
45,5,9
31,11,11
2,17,10
23,23,10
41,48,14
41,17,13
28,43,7
6,24,9
6,12,15
6,13,9
26,1,12
14,21,12
12,34,14
20,15,16
20,34,9
44,47,6
37,34,10
40,9,7
8,12,11
43,44,19
19,22,16
41,42,6
28,27,5
4,33,12
20,3,23
31,49,4
31,1,15
40,40,16
27,29,14
11,4,13
0,22,11
24,42,12
42,4,12
42,2,10
5,21,15
5,36,16
9,43,11
30,34,18
49,25,14
34,20,12
45,12,10
32,48,21
48,46,14
28,19,11
46,11,16
26,8,10
30,9,20
13,32,12
34,36,5
19,29,15
22,24,19
6,33,14
15,27,24
44,15,15
44,13,18
35,23,17
32,6,13
24,1,16
23,49,6
43,3,24
28,34,12
33,12,9
46,0,25
47,18,10
