edge_1,edge_2,length
1,0,6
6,1,7
3,1,11
7,4,10
2,2,3
9,4,2
8,9,5
8,3,7
1,7,2
7,1,9
2,3,4
4,7,4
1,2,6
0,7,3
9,1,7
6,0,7
4,0,8
1,9,8
0,5,8
5,7,6
5,6,6
6,8,11
1,1,7
6,5,8
9,7,6
4,9,3
1,3,5
3,5,7
2,5,8
0,0,7
7,2,6
1,4,7
5,4,5
7,9,8
2,9,5
7,3,3
3,3,5
9,3,9
1,8,11
9,2,7
8,5,2
8,1,6
0,9,11
4,3,7
6,7,3
2,1,3
8,8,11
2,4,7
4,6,1
6,3,6
9,8,6
8,7,4
3,6,7
8,2,3
7,5,5
6,2,4
9,5,8
3,9,10
2,0,5
0,1,12
5,8,9
7,8,9
8,4,7
5,0,6
0,8,10
3,2,8
1,5,5
5,2,1
8,0,8
5,1,4
9,0,6
5,3,5
0,6,11
9,9,5
7,7,3
0,2,9
3,8,6
3,4,12
4,2,5
4,4,3
6,6,3
2,8,10
8,6,1
0,3,6
3,0,1
1,6,4
9,6,3
4,1,8
6,9,8
3,7,2
0,4,13
5,9,3
2,7,5
4,8,4
4,5,6
5,5,7
7,0,4
7,6,10
6,4,7
2,6,7
